,,Author,Date,Rating,"Helpful count",Review,"Picture included",Language,"Language code","Reviewer Data","Profile Url","Review Url",Photos
46,,"Kelly L. Klimek","2023-02-19 17:35:47",5,0,"Food was cooked perfectly. I’m really picky about how my fries are cooked. Everything came out in a timely manner. Donna is very kind and sociable. She only works in the dining are a few hours each week.",no,,en,"13 reviews",https://www.google.com/maps/contrib/103119274984533516313?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoN2RuSFZnEAE!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgICh7dnHVg%7CCgsI87vJnwYQ6NK8Nw%7C?hl=en,
47,,"Marilyn M. G.","2023-02-21 11:57:36",5,0,"Always great food. Friendly & helpful staff. Never disappointed",no,,en,"19 reviews in Lansing",https://www.google.com/maps/contrib/112279696301909747016?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoay0zVVhBEAE!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgIChk-3UXA%7CCgwIsOPSnwYQiKvvnQE%7C?hl=en,
48,,"Megean Kallweit","2023-02-22 02:11:22",5,0,"Staff was very friendly! I came in with a big group that included 7 children. One staff member in particular made us feel welcomed, she was patient and very outgoing!",no,,en,"3 reviews",https://www.google.com/maps/contrib/110785122940413967297?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNoaS1hUW5nRRAB!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgIChi-aQngE%7CCgwIyvPVnwYQ8Ia4ygM%7C?hl=en,
49,,"noe flores","2023-02-24 21:29:28",5,1,"This place gets it right ..... great food ...service was even better.... fries were some of the best I've had at any fast food place and the  Double Burger with bacon was very good 👍 😋
Came back to try the walleye dinner...very very good  The fish fillets were excellent very big fish with highly recommend the 2 piece dinner to anyone this is the real deal real walleye Fish and big ..... 3 piece dinner enough for 2 people with a small fries.... The fish sandwich was also very good with added cheese....
https://lh5.googleusercontent.com/p/AF1QipOW9myrC7VOa9QnFXsgj9A5_i-V5PEiptyfX9Be=w150-h150-k-no-p
https://lh5.googleusercontent.com/p/AF1QipOe-vInIyjnl1F3_UUe6lFlLhowWaXTIIdoJbVS=w150-h150-k-no-p
https://lh5.googleusercontent.com/p/AF1QipOQK-FlbWztueVitj1lKdIlotdUc8jhjhywWe3z=w150-h150-k-no-p
https://lh5.googleusercontent.com/p/AF1QipOBqg4OiyVwfxyByXAx7bcS4hEyJblJGWu-GRiX=w150-h150-k-no-p
https://lh5.googleusercontent.com/p/AF1QipNxaAS50pbB_rpjtcIHQ3eaubbqwRGwlNy25pyo=w150-h150-k-no-p
https://lh5.googleusercontent.com/p/AF1QipOW9myrC7VOa9QnFXsgj9A5_i-V5PEiptyfX9Be=w150-h150-k-no-p
https://lh5.googleusercontent.com/p/AF1QipOe-vInIyjnl1F3_UUe6lFlLhowWaXTIIdoJbVS=w150-h150-k-no-p
https://lh5.googleusercontent.com/p/AF1QipOQK-FlbWztueVitj1lKdIlotdUc8jhjhywWe3z=w150-h150-k-no-p
https://lh5.googleusercontent.com/p/AF1QipOBqg4OiyVwfxyByXAx7bcS4hEyJblJGWu-GRiX=w150-h150-k-no-p
https://lh5.googleusercontent.com/p/AF1QipNxaAS50pbB_rpjtcIHQ3eaubbqwRGwlNy25pyo=w150-h150-k-no-p",yes,,en,"45 American restaurant reviews",https://www.google.com/maps/contrib/111074599133142666480?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNoeHBXWDRRRRAB!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgIChxpWX4QE%7CCgsIuNjknwYQ2J_gKA%7C?hl=en,"https://lh5.googleusercontent.com/p/AF1QipOW9myrC7VOa9QnFXsgj9A5_i-V5PEiptyfX9Be=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipOe-vInIyjnl1F3_UUe6lFlLhowWaXTIIdoJbVS=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipOQK-FlbWztueVitj1lKdIlotdUc8jhjhywWe3z=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipOBqg4OiyVwfxyByXAx7bcS4hEyJblJGWu-GRiX=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipNxaAS50pbB_rpjtcIHQ3eaubbqwRGwlNy25pyo=w150-h150-k-no-p"
50,,"RJ Cormack (Fireguy)","2023-03-01 04:55:18",4,0,"Long wait depending on what day and time you come, (Google has a detailed information on when is best time to come, more accurate than my guesses).  It's similar to Wendy's (fresh never frozen), but Wendy's cook's hamburger patties in groups ahead of time, ready instantly, sometimes they get overcooked, if nobody buys a Wendy's hamburger they get burnt and tossed into a pile for tomorrow's Chili.  Culver's is cooking your meal fresh, so there is a longer wait, however the fries are always hot & crispy, and the hamburgers are always juicy with melted cheese.  None of those gross fastfood hamburgers that weren't hot enough to melt cheese. They have better ice cream products (with egg), and fried cheese curds! But be careful they're killing us with heart disease and diabetes!  Culver's has one of the best fish sandwiches or get a few for a Fish & Chips basket. It's not pretty because it's a true fresh fish filet, not a frozen processed square of unknown fish meats.  Personally I love the melts, served on buttered toast instead of a bun.  Buttered toast, beef, cheese, roasted onions, etc is an amazing way to raise my cholesterol, yum!
https://lh5.googleusercontent.com/p/AF1QipNpLnein_0kBjz7cgMmXSAJPZsORUDF_uz8zEpO=w150-h150-k-no-p
https://lh5.googleusercontent.com/p/AF1QipNTCh81k_ZbsG95GT_zsS9kk1BvfwpOcAvhJvxg=w150-h150-k-no-p
https://lh5.googleusercontent.com/p/AF1QipNpLnein_0kBjz7cgMmXSAJPZsORUDF_uz8zEpO=w150-h150-k-no-p
https://lh5.googleusercontent.com/p/AF1QipNTCh81k_ZbsG95GT_zsS9kk1BvfwpOcAvhJvxg=w150-h150-k-no-p",yes,,en,"41 reviews in Lansing",https://www.google.com/maps/contrib/115411449652369143009?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN3N0l1QXhnRRAB!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgICw7IuAxgE%7CCgsItrX7nwYQ0KmoUQ%7C?hl=en,"https://lh5.googleusercontent.com/p/AF1QipNpLnein_0kBjz7cgMmXSAJPZsORUDF_uz8zEpO=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipNTCh81k_ZbsG95GT_zsS9kk1BvfwpOcAvhJvxg=w150-h150-k-no-p"
51,,"shiro Wright","2023-03-02 11:11:26",5,0,"Good as a treat after going shopping at Meijer. Greasy but amazing and the pretzel bites are so good",no,,en,"17 reviews in Lansing",https://www.google.com/maps/contrib/108278670352741000693?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURoMUtyenJnRRAB!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgIDh1KrzrgE%7CCgsI3oiCoAYQ8IL3dg%7C?hl=en,
52,,"Josi Stevens","2023-03-02 11:40:49",3,0,"I was asked to pull ahead after i paid but didn't give me my drink. Took a while to get my order and I didn't get the burger I oredered nor the drink. The young man ran in to get the drink. No napkins in the bag. The burger was overdone and charred. I ended up eating only half. Disappointed this time.",no,,en,"33 reviews",https://www.google.com/maps/contrib/106440968917452016839?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURoMU02N3V3RRAB!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgIDh1M67uwE%7CCgwIwZaCoAYQ6NGMzwI%7C?hl=en,
53,,"Chico Dusty","2023-03-03 20:03:52",5,0,"Culver's is the best fast food in Lansing period. It is always fresh and hot because they make it once you order. It is never a long wait and the young staff is super polite and helpful!",no,,en,"79 reviews in Lansing",https://www.google.com/maps/contrib/103602179544000778549?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURobkxlUWVREAE!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgIDhnLeQeQ%7CCgwIqKWJoAYQ0JWUyQE%7C?hl=en,
54,,"Eric Swift","2023-03-07 19:43:57",2,0,"The fish oozed a tablespoon of oil.  It was a disappointment even without considering it was like $14.00.   if the oil is hot enough when you drop it, that won't happen. Procedures and processes, Culver's. Do better!",no,,en,"Local Guide · 158 reviews",https://www.google.com/maps/contrib/110686362759648806853?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURoNXZuZGtnRRAB!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgIDh5vndkgE%7CCgwI_aeeoAYQoMPKhAM%7C?hl=en,
55,,"Weston Morris","2023-03-12 00:38:58",5,0,"Dayton did a great job in resolving my problem with my order. He took the initiative to ""911""  my re-order. Background. In the drivethrough I ordered a butter cheeseburger, large malted and onion rings. When I received the burger, i noticed it had no condiments. Being new to Culver's I didn't know I needed to list all the condiments and fixings. So I took the burger back inside to the counter and spoke to Dayton asking if I could have some pickles, onions, lettuce, ketchup and mayo for my burger and I said I'd put them on myself. He said, ""No need for that. I am happy to make a new burger for you. How do you want it?""  I described the fixings I wanted and he then said, ""Great. I'll even throw in some fries for your trouble.""  Then he went to the kitchen and I heard him say to ""911"" my order. I really appreciate Dayton's initiative and going above and beyond to fix my problem.",no,,en,"11 reviews",https://www.google.com/maps/contrib/102975159707185551203?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURoeVltaEtBEAE!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgIDhyYmhKA%7CCgwIor60oAYQwNfhyQE%7C?hl=en,
56,,"Gamer 48917","2023-03-13 20:20:54",5,0,"Excellent service and really good food. Burgers, sandwiches, fries, onion rings, pretzel bites and amazing desserts made with custard
https://lh5.googleusercontent.com/p/AF1QipMTq0PK15ZYU4sZUPhKvZd7eNe3s49xYC1Uhm4d=w150-h150-k-no-p
https://lh5.googleusercontent.com/p/AF1QipPUtbznyCFv4AZizPLiD7IOE4UKsGErl42OPcNO=w150-h150-k-no-p
https://lh5.googleusercontent.com/p/AF1QipMTq0PK15ZYU4sZUPhKvZd7eNe3s49xYC1Uhm4d=w150-h150-k-no-p
https://lh5.googleusercontent.com/p/AF1QipPUtbznyCFv4AZizPLiD7IOE4UKsGErl42OPcNO=w150-h150-k-no-p",yes,,en,"Local Guide · 160 reviews",https://www.google.com/maps/contrib/102408542594412546009?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUMyMk56SlR3EAE!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgIC22NzJTw%7CCgwIpou-oAYQqNGFggM%7C?hl=en,"https://lh5.googleusercontent.com/p/AF1QipMTq0PK15ZYU4sZUPhKvZd7eNe3s49xYC1Uhm4d=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPUtbznyCFv4AZizPLiD7IOE4UKsGErl42OPcNO=w150-h150-k-no-p"
57,,"Jenn F","2023-03-29 17:27:20",4,0,"Great food! The drive thru line wait was about 10 minutes.",no,,en,"Local Guide · 23 reviews",https://www.google.com/maps/contrib/102267749534068755230?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNSaXV6R3l3RRAB!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgICRiuzGywE%7CCgwI-OmRoQYQ6NWVlAI%7C?hl=en,
58,,"Kay Connelly","2023-04-05 02:44:13",2,0,"Sandwich ok. Drive through, no napkins given. This is a red flag for me.",no,,en,"267 reviews",https://www.google.com/maps/contrib/105074904263316022648?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNSeWN1aDZ3RRAB!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgICRycuh6wE%7CCgsI_cCzoQYQiLXUGg%7C?hl=en,
59,,"Emily Victoria","2023-04-07 02:06:54",1,0,"If you want a concrete mixer that isn’t melted, I suggest going to a different location. Came through and got two concrete mixers, both not filled completely, melted so it was more like a soft drink, and there was barely any toppings in each mixer. Got caramel in one and there was barely any of that. Didn’t wait very long so I’m not sure why they were melted. Tried calling the store but was sent to voicemail. I’ll be calling tomorrow to address this with a manager 😊.",no,,en,"11 reviews",https://www.google.com/maps/contrib/108788291464081202051?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNSbFlQbTB3RRAB!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgICRlYPm0wE%7CCgwIvvW9oQYQgIfToAM%7C?hl=en,
60,,"John Greathouse","2023-04-09 02:40:08",5,0,"Decent fast food... Kind of $$ but better than McD!",no,,en,"Local Guide · 45 reviews",https://www.google.com/maps/contrib/115465907208272665290?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNSX2RuZWJREAE!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgICR_dnebQ%7CCgwIiMvIoQYQoPaCwwI%7C?hl=en,
61,,"Cherylann Garland","2023-04-12 00:55:36",5,0,"This is the best Culver's around! Everyone is always so nice here. A girl with a name tag reading India brought my food out and was so sweet and helpful! Only Culver's I'll visit!",no,,en,"5 American restaurant reviews",https://www.google.com/maps/contrib/111953241863160176532?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNSaDUtU1h3EAE!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgICRh5-SXw%7CCgwIiIPYoQYQyIWwyAI%7C?hl=en,
62,,"Marisa Lazarz","2023-04-16 01:02:51",1,1,"After giving this location 3 chances now, this review needs to be shared. I order a very simple concrete mixer... chocolate base, pb sauce and oreos.. that's it and it has always been made wrong. First time it was made I was given a chocolate base and only oreros, second was chocolate base and only pb, and just now I asked for a chocolate base, pb sauce and pb cups, and got vanilla base chocolate sauce and pb cups.....

When I go inside, as we usually order from the drive thru, I am treated like it's no big deal. It has never been addressed as "" I am sorry and do apologize, how can we fix this for you"" or anything along those lines. The staff whips it out of my hand, and when given my correct order its ""here ya go"" and just walks away. No apology and definitely a very weak customer service experience. Also, we have noticed the last few times the concrete mix itself is always runny and not a normal thick consistency. Please advise if going here.",no,,en,"7 reviews",https://www.google.com/maps/contrib/113212092119690177266?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURSc01XVDFnRRAB!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgIDRsMWT1gE%7CCgwIu5LtoQYQ6OqD7gE%7C?hl=en,
63,,Sally,"2023-04-19 20:45:50",4,0,"Very busy.  Friendly service.  Good food.    Gluten free buns are a bonus!",no,,en,"27 reviews",https://www.google.com/maps/contrib/107481319783692626357?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURSN0tHMkVnEAE!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgIDR7KG2Eg%7CCgwI_qWBogYQkKCGiwI%7C?hl=en,
64,,untuned,"2023-04-22 15:19:26",5,0,"The workers on the evening shift on Wed are WONDERFUL! As soon as I walked in there, one of the employees, who was halfway across the restaurant, came over and asked us how we were doing. Very nice and upbeat, happy staff. Also, Selena was our server, and she was so sweet. Very nice happy atmosphere just brightened up my day. Oh and the burgers were as good as always! Keep doing what your doing Culver's because MAN you know how to run a restraunt well!",no,,en,"Local Guide · 61 reviews",https://www.google.com/maps/contrib/113039629619982043483?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURSbkpHM1RREAE!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgIDRnJG3TQ%7CCgwI_vWPogYQ6JyPxgI%7C?hl=en,
65,,"Diana Weaver","2023-04-26 21:58:52",4,0,"Burger was bland but fresh and hot. My son's mixer was all winner and the cheese curds are always delicious. Service was great and fast.",no,,en,"29 reviews in Lansing",https://www.google.com/maps/contrib/101709983858853280853?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURSd1llTzdRRRAB!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgIDRwYeO7QE%7CCgwInL2mogYQwJKt4gE%7C?hl=en,
66,,"Mikel Sinclair","2023-05-05 20:19:11",2,0,"Drive through person should really speak up.. They totally trashed my order 4pm",no,,en,"15 reviews in Lansing",https://www.google.com/maps/contrib/112059106714133100458?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURBbExhdWRREAE!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgIDAlLaudQ%7CCgwIv8nVogYQiLfSzwE%7C?hl=en,
67,,"Martin Washburne","2023-05-12 16:38:11",2,0,"Love the food, but never get the fork for the side salad I order… this has happened multiple times now. Something so simple, but prevents me from eating my meal properly. These guys need to pay attention to detail a bit more.",no,,en,"10 reviews in Lansing",https://www.google.com/maps/contrib/109829368845073551554?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN4bk1LdURBEAE!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgICxnMKuDA%7CCgwI89b5ogYQ0ICC-wE%7C?hl=en,
68,,"Melissa Wiley","2023-05-15 17:57:05",5,0,"Food is always fresh and delicious and I enjoy the variety and portions for the price! Friendly and fast customer service and I rarely get a wrong order! I love the burgers, pretzel bites with cheese sauce, Fish sandwiches and turtle sundaes with the pecan pieces.  Oooh weeee!",no,,en,"Local Guide · 16 reviews",https://www.google.com/maps/contrib/109289334401763995147?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNSdjdQdjRnRRAB!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgICRv7Pv4gE%7CCgwI8eSJowYQgLqnrAI%7C?hl=en,
69,,"Jan Uglis","2023-05-15 20:03:28",4,0,"This Culver's gave me a shake with a spoon, not a straw😵 Unfortunately, I didn't notice until I got ready to sip and latched onto a plastic straw.  I went to the drive thru and had to wait until I got home before I could enjoy my Raspberry Shake😵😵‍💫🥴😱",no,,en,"17 American restaurant reviews",https://www.google.com/maps/contrib/103434453762405497772?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN4MnUzQWlnRRAB!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgICx2u3AigE%7CCgsIkKCKowYQwIzTWQ%7C?hl=en,
70,,"Rebecca Smith","2023-05-16 21:09:12",5,0,"Shrimp is great! Check ✔️ your food before you leave. They forget stuff often. Like sauces for example. Love the food...",no,,en,"53 reviews in Lansing",https://www.google.com/maps/contrib/100315872650980429258?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQ2N04yZ29BRRAB!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgID67N2goAE%7CCgwI-OGPowYQgKae0AE%7C?hl=en,
71,,"Rosemary Millikin","2023-05-17 13:42:09",3,0,"Every time we go the food is sloppily made and cold. The lines are super long at peak times.",no,,en,"Local Guide · 14 reviews",https://www.google.com/maps/contrib/111894406263890558237?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN4OXEtbzVBRRAB!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgICx9q-o5AE%7CCgwIsbOTowYQ-L3asgI%7C?hl=en,
72,,"Kathleen Toolen","2023-05-20 18:59:22",1,0,"Ordered a blackberry lemon cooler as part of a bigger $30+ order. My order (specifically blackberry) was repeated back to me twice to confirm.

Pulled up, paid - and was handed a partially filled cooler (more than an inch below the rim) that was pink.

‘I ordered blackberry, this isn’t the right color. Looks like strawberry?’

‘Yeah you ordered blackberry but we don’t have blackberries, it’s strawberry.’

No offer to refund, no apology. Just a shrug.

Grateful I’m not allergic to strawberry, but as it is a common allergy for people - very concerning.

I pointed out the allergy risk and was shrugged off again. ‘This isn’t what I ordered.’ *shrug*

Despite this being the closest location to our house we usually travel 10+ more minutes to other locations because the food (dry, overcooked, missing or wrong items) and service are so much better at other locations.

This experience sealed the deal for us avoiding this location regardless of convenience.",no,,en,"18 reviews",https://www.google.com/maps/contrib/117711041543424471247?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN4cWNQWGZnEAE!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgICxqcPXfg%7CCgwIirGkowYQiKCuoAM%7C?hl=en,
73,,"Chris Wilfong","2023-05-25 20:53:01",4,0,"Good food. Decent prices. Highly recommended.",no,,en,"10 American restaurant reviews",https://www.google.com/maps/contrib/116741352867911467779?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN4ODctQU9REAE!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgICx87-AOQ%7CCgwIrZW_owYQwIXvggM%7C?hl=en,
74,,Sam,"2023-05-28 01:19:30",5,0,"These kids must get top dollar!, Holy hell they stayed professional as usual even under pressure!",no,,en,"22 reviews in Lansing",https://www.google.com/maps/contrib/102400427517916957373?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN4NV9YNTBRRRAB!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgICx5_X50QE%7CCgwIotjKowYQgKfbhAE%7C?hl=en,
75,,"Nikisha Johnson","2023-06-04 04:05:21",3,0,"Went thru the drive thru. There was a misunderstanding about our order when we got to the window. Got it fixed and the young man gave my mom a senior discount. Didn't know they had that. Other than that everything else was okay.",no,,en,"13 reviews in Lansing",https://www.google.com/maps/contrib/117782617526633957088?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR4dk5hdmRnEAE!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgIDxvNavdg%7CCgwIgZvwowYQgKid2wI%7C?hl=en,
76,,"Adrian Ray","2023-06-04 19:20:36",2,0,"I had a couple of bad experiences with food here. Even when I tried to give them another chance, they still seemed to mess up my order. They even messed up om my free meal. Even though they could not get the food right, they were very  hospitable people",no,,en,"8 American restaurant reviews",https://www.google.com/maps/contrib/115879349571963106355?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNnMnFyUFJREAE!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgICg2qrPRQ%7CCgsIhMjzowYQiKayJw%7C?hl=en,
77,,"Kelly Parsons","2023-06-08 18:54:09",1,0,"Terrible service,  waited for over 25 minutes for 1 chix sandwiches & soggy fries.  Called the manager I don't think cared ?  No napkins.  I called before checking my food, found mushy not done fries.  Noticed in the bottom on bag ,a free combo card ..   So they already knew before giving me my food they were Terrible  !!  This use to be a great location,  not anymore..",no,,en,"31 reviews",https://www.google.com/maps/contrib/117132929451156659981?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR4bnI3VzlRRRAB!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgIDxnr7W9QE%7CCgwI0ceIpAYQ8ObLvAI%7C?hl=en,
78,,"Sara Leigh","2023-06-08 23:00:16",4,0,"I stopped in around 10:20am and the shake/custard machine wasn't ready. That was my only disappointment",no,,en,"Local Guide · 11 reviews",https://www.google.com/maps/contrib/101973329504645728313?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR4M3U3bUt3EAE!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgIDx3u7mKw%7CCgwIgLuJpAYQ2LKBhQM%7C?hl=en,
79,,"Manuel McDonald","2023-06-13 02:41:58",3,0,"Food tasted great but shortly after I got sick. Back and forth trips to the bathroom for a few hours.",no,,en,"Local Guide · 25 reviews",https://www.google.com/maps/contrib/114470494986676277198?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR4OWU3bmd3RRAB!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgIDx9e7ngwE%7CCgsI9q6fpAYQ2MXLDw%7C?hl=en,
80,,"John Nevin","2023-06-15 12:27:56",5,0,"Love the burgers. Fries not so much. Walleye sandwich was fishy and soggy. They forgot the burger for the kids meal. Peach crisp lacked real peach flavor and had no crisp.",no,,en,"36 reviews in Lansing",https://www.google.com/maps/contrib/116289257497880411692?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNheG9XSUVREAE!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgICaxoWIEQ%7CCgwIzIespAYQwLmVvAE%7C?hl=en,
81,,"Coach Welch","2023-06-15 19:30:48",4,0,"Shared an excellent meal with my sister-in-law on her 80th birthday!",no,,en,"8 American restaurant reviews",https://www.google.com/maps/contrib/106296640941298349570?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR4dV91a1VnEAE!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgIDxu_ukUg%7CCgwI6M2tpAYQoLDO6QI%7C?hl=en,
